subject,campus_suffix,course_number,credits,title,description,prerequisite_raw,corequisite_raw,exclusion_raw
MINE,_V,540,3,Acid Rock Drainage,"Lectures and seminars on topics of importance in acid rock drainage including fundamentals of ARD generation, prediction, prevention, control, treatment and monitoring for waste management and regulatory control in the mining industry. Credit will be granted for only one of MINE 540 or MINE 580. This course is not eligible for Credit/D/Fail grading.",,,"Lectures and seminars on topics of importance in acid rock drainage including fundamentals of ARD generation, prediction, prevention, control, treatment and monitoring for waste management and regulatory control in the mining industry. Credit will be granted for only one of MINE 540 or MINE 580. This course is not eligible for Credit/D/Fail grading."
MINE,_V,541,3,Environmental Risk Assessments in Relation to Mining,Advanced topics related to mining environment selected in consultation with the instructor. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,544,3,Mining Environment Case Studies,"Regulatory requirements for mine-mill environmental protection in design, operation and closure. Studies of environmental impact statements and closure plans. Credit will be granted for only one of MINE 544 or MINE 574. This course is not eligible for Credit/D/Fail grading.",,,"Regulatory requirements for mine-mill environmental protection in design, operation and closure. Studies of environmental impact statements and closure plans. Credit will be granted for only one of MINE 544 or MINE 574. This course is not eligible for Credit/D/Fail grading."
MINE,_V,545,3,New Perspectives on Mine Closure,This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,547,3,Industrial Expert Systems,"The use of artificial intelligence to solve complex problems in industry. Topics include knowledge acquisition, knowledge representation, knowledge accumulation, and conflict resolution. Credit will be granted for only one of MINE 547 or MINE 578. This course is not eligible for Credit/D/Fail grading.",,,"The use of artificial intelligence to solve complex problems in industry. Topics include knowledge acquisition, knowledge representation, knowledge accumulation, and conflict resolution. Credit will be granted for only one of MINE 547 or MINE 578. This course is not eligible for Credit/D/Fail grading."
MINE,_V,551,3,Applied Underground Rock Mechanics,"Study of design methods; underground engineering of openings, pillars and support. Emphasis on design with input being stress, structure and rock mass, employing analytical, empirical and numerical tools. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,552,3,Mining Geostatistics,Basic geostatistical concepts. Applications of geostatistical techniques and stochastic simulation to orebody modelling and grade control. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,553,3,Modelling of Industrial Systems,"Use of mathematical programming, network theory, queuing models and simulation to model service and production operations in industry. Use of models in decision-making. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,554,3,Mine Economics and Finance,"Mine valuation using discounted cash flow analysis and option pricing methods. Sources of mine finance and requirements. Sensitivity and risk assessment. Introduction to metals marketing, hedging and risk management. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,555,3,Mining and Society,"Discussion of social, political and technical topics concerning mining-related activities. Credit will be granted for only one of MINE 555 or MINE 583. This course is not eligible for Credit/D/Fail grading.",,,"Discussion of social, political and technical topics concerning mining-related activities. Credit will be granted for only one of MINE 555 or MINE 583. This course is not eligible for Credit/D/Fail grading."
MINE,_V,559,3,Indigenous Peoples and Mining in Canada,Permission of the instructor is required. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,581,3,Safety of Tailings Storage Facilities,"Safety evaluation of tailings storage facilities as a system, including tailings transport and containment structures. Consequence classifications. Credible failure modes. Breach analyses. Risk management and reporting. Emergency planning. Critical controls. Change management. Governance frameworks. Prerequisite: Permission of instructor is required. This course is not eligible for Credit/D/Fail grading.",Permission of instructor is required. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,582,3,Maintenance Engineering,"The analytical foundation for maintenance of industrial plant equipment and mobile equipment in various production environments. Reliability theory, sensing technology and theory, risk analysis, and operations research applied to maintenance management. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,584,3,Energy from the Earth: Renewable Versus Conventional,"Coal, oil, gas, uranium, hydro, wind, geothermal, and geosolar. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,585,3,Risk Management of Tailings Storage Facilities,Prerequisite: MINE 581. This course is not eligible for Credit/D/Fail grading.,MINE 581. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,586,3,Advanced Mine Waste Management,"Advanced geotechnical, hydrological, and water management aspects of mine waste management. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,587,3,Advanced Mine Site Management,"Advanced mine site management topics including site and corporate governance and responsibility for mine waste facilities, specifically tailings; the role and responsibilities of the Engineer of Record; geochemistry of mine waste and mine closure realities. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,588,3,Risk Assessment for Mine Waste Management,"Risk assessment and management topics including risk assessment methodologies, risk management, and decision-making under risk. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,589,3,Mine Waste Management Case Studies,"Case study analysis including design, construction, operations and closure of mine waste facilities. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,591,1,Communication Skills and Workplace Readiness,"Preparation for mining and mineral processing engineering internships. The course includes workshops on the following topics: developing a synopsis of qualifications, written communication and interviewing skills for the engineering professional. Pass/fail. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,597,6,Engineering Project,"A project involving laboratory, pilot plant or field work is to be completed in close collaboration with an academic advisor. For M.Eng. students only. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,598,2,Seminar,"Topics in mining, mineral processing and the environment for M.A.Sc. and M.Eng. students. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,698,2,Seminar,Topics in mining and mineral processing for Ph.D. students. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,699,0,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.,,,
MRNE,_V,401,6,Special Topics in Marine Biology,"This course will be offered, as opportunities arise, by distinguished scientists visiting at the Bamfield Marine Sciences Centre. It is expected that the course will generally be of a specialized nature and be at a level appropriate to graduate or senior undergraduate students.",,,
MRNE,_V,410,6,Marine Invertebrate Zoology,"A survey of the marine phyla, with emphasis on the benthic fauna in the vicinity of the Marine Station. The course includes lectures, laboratory periods, field collection, identification and observation. Emphasis is placed on the study of living specimens in the laboratory and in the field.",,,
MRNE,_V,411,6,Comparative Invertebrate Embryology,"A comprehensive study of development of marine invertebrates available at the Bamfield Marine Sciences Centre, including all major phyla and most of the minor phyla. Prerequisite: course in invertebrates or embryology.",course in invertebrates or embryology.,,
MRNE,_V,412,6,Biology of Fishes,"Classification, physiology, ecology, behaviour and zoogeography of fishes with particular emphasis on those in the marine environment of the British Columbia coast. Prerequisite: A course in comparative vertebrate anatomy.",A course in comparative vertebrate anatomy.,,
MRNE,_V,415,3,Structure and Function in Marine Animals,"Principles of classification, evolution, morphology, biomechanics, physiology and biochemistry will be illustrated in representatives from a variety of animal phyla. [3-3-0] Prerequisite: Completion of second year in a biology program.",Completion of second year in a biology program.,,
MRNE,_V,420,6,Marine Phycology,"A survey of the marine algae, with emphasis on the benthic forms in the vicinity of the Marine Centre. The course includes lectures, laboratory periods, field collection, identification and observation. Emphasis is placed on the study of living specimens in the laboratory and in the field.",,,
